,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
BILLIE EILISH..mp3,0.46775132,0.46983695,0.42676812,0.3360941,0.29045838,0.3894535,0.383914,0.4328303,0.47260574,0.36086082,0.34449008,0.42587772
Bipolar.mp3,0.571099,0.18181607,0.15430142,0.18907034,0.5448006,0.27148816,0.19881698,0.17408247,0.21015067,0.42879006,0.17620924,0.24281189
Birds In The Sky.mp3,0.20477623,0.23032153,0.4812125,0.22713539,0.28077623,0.42085356,0.24183041,0.3298412,0.24033086,0.3224278,0.19208623,0.13340375
BIRDS OF A FEATHER.mp3,0.27617952,0.47930917,0.5044798,0.23763163,0.3353387,0.29816997,0.3230155,0.2705778,0.23903278,0.3195342,0.34808898,0.34126297
Birthday Sex.mp3,0.22092931,0.22421572,0.5102824,0.22991714,0.20399785,0.32181326,0.3082964,0.45006475,0.24392313,0.29811728,0.21895996,0.11708822
Bitch Let's Do It.mp3,0.58590156,0.37148607,0.2999884,0.34270197,0.37573373,0.47327387,0.3546693,0.5041737,0.40809026,0.28519306,0.37986988,0.33667442
Bite Me.mp3,0.30051684,0.47777376,0.2923456,0.3613602,0.34368622,0.279847,0.3611714,0.29512617,0.4029307,0.3389958,0.27656356,0.22839876
BITTERSUITE.mp3,0.22479996,0.31827044,0.22319625,0.59427255,0.500654,0.20838237,0.2954656,0.28445038,0.57966435,0.2777516,0.24847528,0.409146
BIZCOCHITO.mp3,0.3716303,0.2865176,0.25162742,0.25547683,0.32317534,0.49990973,0.47650608,0.4556184,0.3984589,0.39447823,0.2680305,0.23249716
Black and Yellow.mp3,0.22443227,0.23205002,0.29544356,0.22930509,0.360235,0.4415762,0.46114263,0.52441293,0.49951667,0.52867514,0.36074385,0.24488254
Black Beatles.mp3,0.28312168,0.19534442,0.3016898,0.21148819,0.3535726,0.14154047,0.18961763,0.25636044,0.1841454,0.3407979,0.24373055,0.5574759
Black Friday.mp3,0.15354468,0.29306903,0.14851841,0.313896,0.12990552,0.22342384,0.54000014,0.19688493,0.25807953,0.18774712,0.39803407,0.32964742
Black Magic.mp3,0.5250678,0.4882864,0.3927777,0.42675224,0.5589534,0.4776119,0.5238126,0.4470678,0.51009417,0.48067942,0.5189971,0.6094615
Black Summer.mp3,0.12782437,0.25368857,0.23474565,0.4815423,0.19367574,0.16637984,0.23562795,0.14882956,0.21419969,0.16624646,0.39376804,0.16139077
Blame (feat. John Newman).mp3,0.46415,0.25397965,0.43881613,0.43480226,0.20759557,0.32983154,0.260509,0.42240226,0.20518029,0.16058524,0.23671241,0.23093952
Blank Space.mp3,0.34450033,0.24657813,0.25813133,0.2513592,0.33008966,0.65651274,0.31010917,0.31610313,0.24294268,0.36610892,0.2606401,0.24941221
BLAQ ON BLAQ (feat. Luciano).mp3,0.48838046,0.6170311,0.37314746,0.3126395,0.27565762,0.29789588,0.23819062,0.341809,0.695979,0.3539934,0.27122578,0.41607535
BLEED.mp3,0.21755336,0.3421041,0.21223453,0.30690894,0.2625741,0.57468843,0.38478026,0.21398418,0.246869,0.18616773,0.31529912,0.16334838
Blicky.mp3,0.3287112,0.34523857,0.4148048,0.4796041,0.7795903,0.6229439,0.53507465,0.4281453,0.4457224,0.3324935,0.3183002,0.4215317
Blinding Lights - Instrumental.mp3,0.3625577,0.24056709,0.23380926,0.32917023,0.3707517,0.80980414,0.4210172,0.41526932,0.3384055,0.21948469,0.23109525,0.20643543
Blinding Lights.mp3,0.36819828,0.23733027,0.23546527,0.34098023,0.37275073,0.79888916,0.41254964,0.42215338,0.33245388,0.21741323,0.23734085,0.20849788
Bling Bling.mp3,0.30500475,0.2910018,0.30383775,0.20802021,0.41820005,0.3564776,0.30768967,0.41244256,0.2846781,0.4307033,0.29524794,0.21971716
Bling-Bang-Bang-Born.mp3,0.36054167,0.31015688,0.32402936,0.33060852,0.46822265,0.4183796,0.3822542,0.4254139,0.62390345,0.73748684,0.64989597,0.4905997
Blood Sweat & Tears.mp3,0.48063004,0.28746086,0.35291392,0.33483246,0.26086313,0.44061205,0.36676386,0.5962762,0.37855986,0.37052068,0.4570519,0.37911573
BLUE.mp3,0.4123292,0.24004765,0.30117822,0.29356202,0.54406524,0.2784896,0.34375924,0.41548327,0.22905284,0.33147287,0.26623362,0.42521706
Blueberry Faygo.mp3,0.43311855,0.21621883,0.26026863,0.19369817,0.34373495,0.4062742,0.3163548,0.57374775,0.2858067,0.47508532,0.2320418,0.18751767
Bm.mp3,0.19383085,0.45024195,0.31396142,0.5383504,0.20811431,0.123758405,0.17737323,0.143601,0.24203463,0.16551262,0.35556227,0.26422143
BOA.mp3,0.44696432,0.37580717,0.38003376,0.33838412,0.31124055,0.42130306,0.54310095,0.693889,0.6012508,0.5162193,0.47252798,0.48517177
Bodak Black.mp3,0.21019071,0.2328894,0.3483796,0.22730704,0.32439524,0.32513583,0.22828251,0.35143274,0.30680296,0.47166356,0.21965656,0.14864784
Bodak Yellow.mp3,0.44296023,0.33247152,0.34656176,0.4215676,0.41458914,0.28659406,0.281816,0.28634793,0.24545199,0.19175681,0.24792072,0.6051372
Body (feat. Cash Cobain).mp3,0.23742473,0.27507573,0.17703174,0.31012765,0.34210905,0.53032273,0.388881,0.32896373,0.34416968,0.24550728,0.38818422,0.24865122
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo].mp3",0.3862179,0.4438014,0.37023243,0.31345856,0.27427936,0.33516547,0.53349435,0.36863533,0.35819072,0.4006461,0.44433972,0.5208884
Body Like A Back Road.mp3,0.5344592,0.31180006,0.34103665,0.23840243,0.3143859,0.41546518,0.24387847,0.38283786,0.25350598,0.4060296,0.24034184,0.2582217
Body Moving.mp3,0.49212468,0.4978205,0.292349,0.3436165,0.25517303,0.48472553,0.30368865,0.31005695,0.51074225,0.35546654,0.56672245,0.34716675
Body.mp3,0.37331304,0.46446407,0.34939063,0.29069337,0.24413522,0.3290045,0.5804932,0.36599916,0.34078246,0.38128647,0.4347102,0.520402
BODYGUARD.mp3,0.38075012,0.42733887,0.27362385,0.24411315,0.3718795,0.29369438,0.3803076,0.31386662,0.3076501,0.44183505,0.34516525,0.43330413
Bohemian Rhapsody - Remastered 2011.mp3,0.2677853,0.21302964,0.3987993,0.33764556,0.25093606,0.43309766,0.2581971,0.44417036,0.20752172,0.27713904,0.48844218,0.24936998
Bolide allemand.mp3,0.26316088,0.15413243,0.22712053,0.19051005,0.3985996,0.19540311,0.37890002,0.33876234,0.17840376,0.23064876,0.20014481,0.5036331
Bom Diggy.mp3,0.2791941,0.30193734,0.33326262,0.33268636,0.49811906,0.36082977,0.5322932,0.4324689,0.2937165,0.34756,0.32580337,0.395334
Bombonzinho - Ao Vivo.mp3,0.35993427,0.35817558,0.25038615,0.32507148,0.21194215,0.37451303,0.19918422,0.2447255,0.3273344,0.22976448,0.34295812,0.2698403
Bon Appetit.mp3,0.2653828,0.32563427,0.2521479,0.41620108,0.26505923,0.4672271,0.38388774,0.2224174,0.22858788,0.27820057,0.6081271,0.36908084
BON.mp3,0.3358984,0.41670334,0.46469417,0.68172,0.39446974,0.34416586,0.35908586,0.3085532,0.44473395,0.3593097,0.4336132,0.35668892
Bondade de Deus.mp3,0.06926833,0.23393427,0.74236935,0.20188363,0.18987255,0.16247936,0.3611083,0.27431664,0.15415558,0.29346097,0.117594115,0.11144918
Bones.mp3,0.37321275,0.24028088,0.21418327,0.43114313,0.35283542,0.5180518,0.19608393,0.23562206,0.23161079,0.25865978,0.2686111,0.22576964
Bongos (feat. Megan Thee Stallion).mp3,0.5359402,0.48102525,0.36919603,0.37168506,0.39690217,0.36210126,0.35801086,0.36039624,0.36661115,0.31867418,0.37891233,0.4357982
BOO!SHUT.mp3,0.36191767,0.50584036,0.40436527,0.43597332,0.32055783,0.38048106,0.4414327,0.41335502,0.44627967,0.42723528,0.5295166,0.36343297
Boo'd Up.mp3,0.27827072,0.34962797,0.21475907,0.34216222,0.22075303,0.4405083,0.22672231,0.17881103,0.35440266,0.3142949,0.516825,0.24289769
Boogieman.mp3,0.59339786,0.5418957,0.35400674,0.33494064,0.40445188,0.44259313,0.26829135,0.29098278,0.2392363,0.25329223,0.35635376,0.43321016
BOOKER T.mp3,0.21831834,0.23374355,0.31273997,0.28548586,0.37378106,0.35390595,0.6770477,0.45673013,0.30803126,0.391879,0.38521975,0.35567293
BOP.mp3,0.3542991,0.3618872,0.3261912,0.420319,0.34969825,0.31267744,0.3199422,0.2886254,0.42383468,0.38073164,0.42581904,0.45657986
Borderline.mp3,0.35571733,0.25352576,0.35604268,0.3261619,0.25891462,0.4282752,0.33580825,0.61307806,0.35398433,0.31429276,0.32335788,0.23972175
Bori.mp3,0.25885156,0.11183367,0.24882467,0.45607957,0.16246593,0.26740626,0.13452579,0.3193293,0.14445037,0.08921192,0.13293874,0.10732227
Borro Cassette.mp3,0.3548695,0.29004323,0.4909179,0.4434016,0.23497333,0.25817093,0.21379013,0.28796253,0.23077454,0.33607444,0.44513562,0.29847717
Boss Bitch.mp3,0.43165702,0.3792765,0.4199059,0.41228172,0.40476546,0.38689035,0.4315101,0.42889762,0.45521593,0.47071654,0.5771194,0.50522286
Botella Tras Botella.mp3,0.41741863,0.20388246,0.23539111,0.21287932,0.47241524,0.29263043,0.23800912,0.30588332,0.18922122,0.3251672,0.17447011,0.32590216
Both Sides Now.mp3,0.19350418,0.6075208,0.13222854,0.06457794,0.068725325,0.2672433,0.4735164,0.17441085,0.15175037,0.07828971,0.21076694,0.19982018
Boucan (feat. Franglish).mp3,0.3834162,0.2905298,0.24664548,0.4855911,0.28371477,0.4538643,0.32947022,0.32228905,0.44983014,0.36237818,0.39474308,0.25646117
Bounce Back.mp3,0.5168911,0.68504566,0.5171197,0.53278995,0.5125574,0.29729125,0.26169214,0.38631582,0.58151674,0.3248053,0.28981927,0.44196898
Bounce When She Walk.mp3,0.57755095,0.31049126,0.27161634,0.32986036,0.34293443,0.31073827,0.44537127,0.38872072,0.33272615,0.3433013,0.49118897,0.77733314
BOUNCY (K-HOT CHILLI PEPPERS).mp3,0.22601378,0.30039683,0.3805698,0.68715256,0.37971157,0.33705363,0.29357457,0.34101114,0.32811096,0.33579051,0.47717834,0.30837655
Bound 2.mp3,0.28194466,0.36698514,0.2964872,0.4311681,0.2662133,0.3659352,0.5302674,0.31901976,0.37597343,0.250243,0.41154018,0.3259789
Boy With Luv (feat. Halsey).mp3,0.25780994,0.34521785,0.33145088,0.20975551,0.36017233,0.25042465,0.4638756,0.28465223,0.24835072,0.3739047,0.30267337,0.44640702
Boy's a liar Pt. 2.mp3,0.60170513,0.30099228,0.3358485,0.31278503,0.41373983,0.4539287,0.35814494,0.40628657,0.31106162,0.37574956,0.34434777,0.3487972
boyfriend (with Social House).mp3,0.26340196,0.48565882,0.31730247,0.48482648,0.3510109,0.4279057,0.29514423,0.21061112,0.3171435,0.375181,0.52299774,0.2933697
Boyfriend.mp3,0.62669444,0.683235,0.26204595,0.21929605,0.2979728,0.35780063,0.38507074,0.4015064,0.30821317,0.24076469,0.26469502,0.38038188
Boys.mp3,0.2037886,0.284985,0.55452824,0.2952888,0.2657423,0.21199512,0.29612118,0.30743232,0.32371578,0.43799108,0.28886902,0.31572
Boyz Don't Cry.mp3,0.20276323,0.14537549,0.24732688,0.18024732,0.1727504,0.55009836,0.22055599,0.24198727,0.15002814,0.19735248,0.5953214,0.21939309
Boyz In Paris (with VINAI).mp3,0.7326935,0.40507153,0.3201833,0.3415307,0.41397303,0.5039855,0.41363725,0.43023866,0.39011097,0.31134382,0.34726334,0.5159994
Braten.mp3,0.32374927,0.33051032,0.37741312,0.34493363,0.49319506,0.39693445,0.46694064,0.44250917,0.35193264,0.33992398,0.34708637,0.51292807
BRAZILIAN DANCA PHONK.mp3,0.3677898,0.38344043,0.36788315,0.43291655,0.48652586,0.55302536,0.6094499,0.5008069,0.4050946,0.39328623,0.39809945,0.3841031
bread & butter.mp3,0.12502933,0.09972269,0.1374138,0.19843817,0.4089307,0.42416307,0.23336393,0.13001929,0.2900947,0.47131217,0.2650081,0.2024774
Break Free.mp3,0.301142,0.26706585,0.38728726,0.3923456,0.31611526,0.42655838,0.3756742,0.5014928,0.416097,0.43356025,0.4777995,0.30799878
Break My Heart.mp3,0.45145515,0.36817577,0.41909885,0.36949596,0.43189657,0.3288874,0.36759573,0.3970898,0.3785015,0.38387495,0.36876774,0.49825764
BREAK MY SOUL.mp3,0.21689552,0.25961217,0.25379813,0.49497783,0.4100176,0.43347427,0.5213013,0.4214467,0.56525797,0.3413803,0.28919134,0.25715095
"break up with your girlfriend, i'm bored.mp3",0.58443266,0.42634988,0.42066813,0.5184681,0.45336816,0.4622174,0.43369684,0.52275723,0.3950618,0.29275608,0.3902132,0.46531403
Breakeven.mp3,0.12994358,0.12024344,0.29565507,0.14567101,0.10814169,0.22003756,0.14061873,0.15818265,0.15384077,0.43170422,0.87016433,0.2807125
Breakfast Challenge Song (Slowly).mp3,0.6273252,0.38686535,0.42561302,0.33410913,0.32157922,0.25737867,0.27308354,0.32889676,0.37805387,0.57769793,0.38546008,0.3792804
Breaking Me.mp3,0.22912258,0.23221044,0.21186309,0.28872165,0.2072012,0.27829975,0.41786623,0.31108773,0.5331398,0.32346815,0.4160182,0.39831996
Breaking the Habit.mp3,0.31199917,0.21532582,0.19923465,0.1911207,0.3799307,0.23236701,0.43893144,0.4590224,0.2227131,0.26839077,0.28580356,0.49384215
Breathe.mp3,0.30146694,0.44229415,0.67509454,0.8082111,0.74368024,0.67337483,0.45729557,0.29932103,0.1996388,0.22104838,0.40195325,0.35467818
breathin.mp3,0.2703872,0.27085665,0.24978133,0.45062077,0.20927644,0.2673181,0.15635708,0.21229334,0.4206891,0.28520054,0.36782148,0.18740813
Brickell.mp3,0.15004326,0.3280679,0.38614082,0.1555011,0.22112367,0.15398452,0.3287436,0.24970286,0.154544,0.32822198,0.14847758,0.21082374
Brillarosa.mp3,0.57423437,0.42028728,0.2554504,0.3121337,0.29041237,0.4907587,0.2360494,0.25956404,0.3764731,0.2328019,0.23606105,0.2589454
Bring It On Home to Me.mp3,0.41588748,0.2019164,0.26990443,0.20573556,0.33151096,0.2234011,0.18215878,0.395252,0.19870974,0.2507378,0.14787865,0.26119095
Broadway Girls (feat. Morgan Wallen).mp3,0.46754918,0.22829853,0.27472723,0.22487499,0.18776818,0.34869203,0.23742409,0.46032608,0.2805695,0.36289558,0.64125913,0.32622203
Broccoli.mp3,0.3350442,0.24164154,0.30703068,0.5179176,0.3362871,0.4116529,0.28279033,0.33736846,0.27758044,0.22158147,0.40559655,0.26184496
BRODYAGA FUNK.mp3,0.32466957,0.25227854,0.24006747,0.27366284,0.20767528,0.15270002,0.28407532,0.22284637,0.20659031,0.17466009,0.41657618,0.64472175
Broke Boys.mp3,0.78382725,0.63084745,0.58193314,0.46848074,0.3983961,0.3876638,0.3720872,0.46740755,0.34398803,0.30892688,0.38752168,0.5582496
Broke In A Minute.mp3,0.4374134,0.28330636,0.3717063,0.30616197,0.19709235,0.26694742,0.211797,0.36555672,0.19784613,0.19662786,0.34795642,0.28517148
Brown Munde.mp3,0.16108695,0.22641787,0.17526884,0.4184865,0.2339226,0.12898217,0.11917183,0.19697364,0.5791639,0.25358903,0.3373787,0.315423
brutal.mp3,0.38364166,0.29605192,0.19606408,0.26195195,0.35164666,0.22957267,0.30472475,0.20555606,0.22421798,0.35171002,0.4181831,0.70188665
Bubalu.mp3,0.20405562,0.44278178,0.31610548,0.19716322,0.28522342,0.2253059,0.44463322,0.16065876,0.23309758,0.40699452,0.18916653,0.32394278
Bubble Gum.mp3,0.23870732,0.5663359,0.39791763,0.23423292,0.39382368,0.19999872,0.29890114,0.17228107,0.28224882,0.40817133,0.22174871,0.34317192
Budapest.mp3,0.20096567,0.14450932,0.18208422,0.22731914,0.39652184,0.71290565,0.41630045,0.2640927,0.21747255,0.37460724,0.25438827,0.15306266
Buenas.mp3,0.38263088,0.3129829,0.3797404,0.41045567,0.22972275,0.28582564,0.21723525,0.40978527,0.46952257,0.24086809,0.27941465,0.2214089
Buga (Lo Lo Lo).mp3,0.44006437,0.38449737,0.38744608,0.48521107,0.41558763,0.37956628,0.35868216,0.49462247,0.59551924,0.4716316,0.41585547,0.34028754
Build a Bitch.mp3,0.34921846,0.2425988,0.27834934,0.33095112,0.27807373,0.3750075,0.25206503,0.39317393,0.35350758,0.26322618,0.3735203,0.29099917
Building Blocks.mp3,0.06940018,0.019216774,0.08889356,0.299835,0.18052216,0.3533009,0.10703314,0.0833955,0.12465729,0.13475502,0.3287508,0.11727259
Bulletproof.mp3,0.3441924,0.26584357,0.46630424,0.26661578,0.43309465,0.17116259,0.2009,0.35326186,0.27796915,0.51735497,0.20168269,0.2703007
Bura Na Mano Holi Hai.mp3,0.44836643,0.2641539,0.37735224,0.3760139,0.252333,0.267839,0.2700702,0.36546183,0.24311243,0.23883642,0.30521864,0.29628477
Burn Burn Burn.mp3,0.42076606,0.26279387,0.36630705,0.27285376,0.39044628,0.1997757,0.17016529,0.23111744,0.20335259,0.2823864,0.2128618,0.33631685
Burn It Down.mp3,0.33425868,0.4706386,0.61764574,0.32083333,0.2505471,0.1839916,0.22088878,0.22198994,0.26029074,0.5045229,0.37717602,0.52054024
Burn.mp3,0.29102504,0.30987132,0.16766126,0.2937786,0.21310002,0.3112499,0.22823709,0.19685803,0.3418265,0.2594365,0.422329,0.20418723
bury a friend.mp3,0.3891,0.35668164,0.40439555,0.3723896,0.33808464,0.31034562,0.421923,0.5803858,0.43166912,0.44692984,0.44823,0.34341806
Bus 11 - John Falke Remix.mp3,0.43122378,0.375464,0.3524738,0.37724006,0.47029883,0.51401246,0.6849542,0.7888335,0.6955975,0.5327893,0.47707388,0.40066943
Business (feat. Naza).mp3,0.2097962,0.35090426,0.22127219,0.45495218,0.21071678,0.40703633,0.2959065,0.15559833,0.1949921,0.19345649,0.39857054,0.14632681
Buss It.mp3,0.30858237,0.40308103,0.5956645,0.5014731,0.5576512,0.5061387,0.37737018,0.32356983,0.31872678,0.2567176,0.25726774,0.35022318
BUSSIN (with Rob49).mp3,0.37866127,0.53383726,0.8580485,0.53991693,0.42596057,0.3924294,0.41923282,0.4039522,0.33268887,0.32497168,0.3521102,0.35169423
But Daddy I Love Him.mp3,0.25173163,0.19285516,0.12696224,0.22762896,0.36066136,0.17862639,0.29907215,0.1587614,0.19156557,0.17554487,0.3065347,0.7120315
But I Got A Beer In My Hand.mp3,0.25432622,0.3128983,0.53825927,0.2898016,0.38342252,0.3742632,0.48951188,0.21898268,0.21358837,0.44022283,0.22822289,0.24461345
Butakera.mp3,0.32244536,0.261082,0.19113602,0.20745283,0.22404213,0.22569986,0.44835442,0.26688117,0.29007354,0.30580452,0.42197067,0.43171427
Butter Pecan - Bonus Track.mp3,0.4993682,0.2861782,0.3517379,0.45847285,0.3317818,0.3719131,0.28830385,0.482581,0.37667572,0.3317529,0.37904787,0.3102436
Butter-Fly (From _Digimon Adventure_).mp3,0.28704554,0.42894328,0.25574145,0.27567473,0.29586935,0.3226212,0.5254232,0.29614645,0.34862489,0.2581482,0.32681876,0.28949618
Butter.mp3,0.43875945,0.41889647,0.40250003,0.52995247,0.41027477,0.3835256,0.34510273,0.3812547,0.45242947,0.359934,0.37308177,0.32219744
BUTTERFLY EFFECT.mp3,0.4345091,0.54788375,0.44177407,0.61041635,0.43084008,0.282916,0.40397388,0.30469444,0.37095943,0.30264094,0.3325776,0.519318
Buy Dirt.mp3,0.16561808,0.25945696,0.14787437,0.28814408,0.5455761,0.23644425,0.21808447,0.17317472,0.3511745,0.15061304,0.11758762,0.23517224
By Your Side.mp3,0.5810164,0.329821,0.22570756,0.5342438,0.18998435,0.25304943,0.15207711,0.23720372,0.41385436,0.23913263,0.35029045,0.24176016
bye.mp3,0.27859017,0.18519486,0.34173736,0.16498081,0.29020783,0.30907342,0.1592246,0.3308065,0.19392106,0.4150992,0.14625855,0.13693886
Cab In A Solo.mp3,0.5101996,0.26442382,0.34405357,0.23263392,0.30830258,0.46531564,0.304014,0.61277044,0.29779178,0.33063206,0.1780041,0.23243535
cade clair).mp3,0.44724348,0.37982225,0.36605147,0.40680507,0.5986781,0.59189385,0.6530838,0.6392576,0.5010516,0.54620653,0.43917555,0.57351196
CAIRO.mp3,0.2613694,0.16113204,0.32727745,0.3551692,0.16455278,0.21474983,0.15698126,0.3106723,0.18974733,0.14268078,0.21852244,0.17761807
Cake By The Ocean - Cover.mp3,0.3686925,0.2712193,0.2737467,0.32558614,0.42987785,0.34559667,0.38351014,0.37190843,0.3511805,0.44315583,0.43431464,0.5252872
Cake By The Ocean.mp3,0.42297816,0.29592854,0.2807087,0.30076668,0.4299753,0.30674613,0.33716246,0.30389303,0.32245556,0.44732422,0.42362344,0.55491114
CAKE.mp3,0.5379228,0.31581703,0.3255335,0.26675975,0.26230997,0.28529376,0.33221197,0.4577371,0.37149608,0.36783588,0.37784606,0.4479545
Calidad.mp3,0.46868792,0.19855717,0.28397888,0.24885748,0.36911854,0.19028693,0.20444779,0.35988793,0.30777216,0.24662715,0.20566015,0.4040957
California Breeze.mp3,0.38100213,0.27791488,0.3579839,0.3657783,0.35958314,0.32652402,0.3717612,0.65752095,0.3833581,0.29885706,0.35495618,0.28716937
California Gurls.mp3,0.45124397,0.4211087,0.52179027,0.33561915,0.39213106,0.46623465,0.3671345,0.4287578,0.40926042,0.46749207,0.3950803,0.3776919
Californication.mp3,0.4326775,0.22703014,0.31729093,0.23550178,0.44225544,0.39104155,0.2009031,0.13482612,0.21676931,0.4576486,0.23354355,0.23384535
Call It Love.mp3,0.4088595,0.20280755,0.28183517,0.40891957,0.36924756,0.55821663,0.32792935,0.40539792,0.46239376,0.31796828,0.35157678,0.23993869
Call Me Every Day (feat. Wizkid).mp3,0.44623026,0.28679344,0.34473944,0.3114409,0.42224234,0.37313217,0.5159752,0.46772233,0.27660996,0.28524333,0.31607056,0.5371664
Call Me Maybe.mp3,0.43018413,0.29872924,0.46693718,0.24466723,0.19300868,0.1413728,0.23893307,0.4897214,0.27706525,0.29949176,0.2656693,0.43422833
Call Out My Name.mp3,0.0796699,0.119775504,0.14553678,0.5515508,0.12281351,0.13678198,0.21277186,0.16988416,0.56850344,0.18208651,0.28432515,0.14811797
Call Your Friends.mp3,0.16029438,0.22980349,0.6247892,0.2620017,0.24297737,0.17685902,0.2767648,0.40663517,0.22233614,0.31629467,0.20780997,0.2947515
Callaita.mp3,0.14259808,0.29645568,0.29378605,0.12763007,0.2770803,0.16198458,0.32182997,0.35199755,0.18837029,0.30919945,0.14554706,0.3216394
"Calling (Spider-Man_ Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie).mp3",0.3903848,0.17538524,0.37355056,0.18427825,0.38511345,0.19900137,0.124772936,0.26419407,0.14391382,0.36405277,0.12606214,0.27430514
Calling For You (feat. 21 Savage).mp3,0.278823,0.26757887,0.3891085,0.3619571,0.64399344,0.63963026,0.3906321,0.2740235,0.26688907,0.42486095,0.3371099,0.30521673
Calling My Phone.mp3,0.2500813,0.23032673,0.34053406,0.25449035,0.3878918,0.30025443,0.44849756,0.3003053,0.14640214,0.15740782,0.20798731,0.49163133
Calling My Spirit.mp3,0.43784636,0.40743575,0.3829761,0.432266,0.39101407,0.5259832,0.39084753,0.38208887,0.43365672,0.3932507,0.48672843,0.42674208
Calm Down.mp3,0.31706345,0.28072894,0.28782168,0.6272679,0.3431288,0.30211338,0.40675712,0.4189864,0.52669656,0.29365122,0.43888718,0.57442063
Calma - Remix.mp3,0.16485673,0.343434,0.36772832,0.19038764,0.23581807,0.19587323,0.34380218,0.29004732,0.21901369,0.36382517,0.20035112,0.22426085
CALOR.mp3,0.21985759,0.26892528,0.25355586,0.40493298,0.40618557,0.29874307,0.34517264,0.31838334,0.49593648,0.2667792,0.35100824,0.36676764
Cama Repetida.mp3,0.18431073,0.23116355,0.4277151,0.23790944,0.2759943,0.28647608,0.2416855,0.36380738,0.27429688,0.4964919,0.2947903,0.17501746
Camelot.mp3,0.4936366,0.43297914,0.52008855,0.43940422,0.3950238,0.3315623,0.43200678,0.49196756,0.42664495,0.51900655,0.45936853,0.43501925
Can't Feel My Face.mp3,0.31196547,0.24128929,0.35352507,0.19633749,0.34622875,0.28011116,0.27942142,0.36271253,0.281574,0.5475296,0.28164694,0.22973233
Can't Get Enough.mp3,0.3897915,0.38532385,0.39809567,0.339906,0.39095086,0.5579359,0.47064248,0.5954965,0.41825178,0.38701072,0.30634803,0.30210552
Can't Have Mine (Find You A Girl).mp3,0.48960665,0.15220672,0.19850396,0.06348441,0.10972221,0.25666702,0.13963841,0.3159001,0.17001984,0.3385318,0.24412598,0.17399739
Can't Hold Us (feat. Ray Dalton).mp3,0.30411237,0.28802493,0.42042196,0.44811246,0.55084,0.35269442,0.37449348,0.3729964,0.3994064,0.40772185,0.2997283,0.37073693
Can't Remember to Forget You (feat. Rihanna).mp3,0.32687587,0.4320636,0.46883395,0.38535154,0.46304637,0.3315229,0.49109742,0.33656746,0.3023276,0.4407479,0.34813145,0.42882168
CAN'T SAY.mp3,0.3525707,0.33771396,0.17469394,0.29790047,0.1983333,0.3426407,0.2475035,0.27268818,0.2519269,0.17060542,0.3047388,0.149487
CAN'T STOP THE FEELING! (from DreamWorks Animation's _TROLLS_).mp3,0.5242442,0.34225777,0.42994583,0.36089244,0.62005496,0.3130706,0.290797,0.5559218,0.3195753,0.43103942,0.28296843,0.33153403
Can't Tame Her.mp3,0.28728387,0.44644803,0.44913796,0.34482443,0.387102,0.32868323,0.57936335,0.32112542,0.3577046,0.41488028,0.3094663,0.38260692
Candy.mp3,0.29145887,0.16840443,0.32507905,0.19411598,0.17678642,0.2789906,0.2687917,0.71128047,0.22823553,0.21089742,0.46480918,0.19686066
Can’t Catch Me Now - from The Hunger Games_ The Ballad of Songbirds & Snakes.mp3,0.24631532,0.279073,0.37047866,0.17357889,0.14963119,0.11334442,0.21525444,0.20274664,0.16245744,0.32828653,0.20932522,0.4096598
Captain Hook.mp3,0.4089592,0.45209605,0.45729613,0.40864182,0.3997475,0.4053718,0.33215427,0.3547349,0.46503308,0.5678866,0.5066625,0.43344668
Car Keys (Ayla).mp3,0.40796417,0.20659003,0.265389,0.18832737,0.34291592,0.22922298,0.21211837,0.32602626,0.31685466,0.56513834,0.3006376,0.40898326
Car's Outside.mp3,0.21331078,0.41674238,0.22992373,0.19843642,0.38493356,0.19012636,0.34579185,0.15740518,0.29416776,0.49022225,0.2157705,0.32043552
Caramelo - Remix.mp3,0.22316574,0.42787647,0.20007922,0.30997974,0.14493,0.34154722,0.32909214,0.16314885,0.2716072,0.17162915,0.38149136,0.3717629
Caramelo.mp3,0.22402349,0.45524102,0.22565977,0.35417572,0.16031073,0.37432507,0.35472164,0.16176124,0.25792626,0.16817874,0.35867175,0.36729753
cardigan.mp3,0.29277512,0.1670237,0.17485382,0.2355984,0.32658035,0.69367456,0.35000426,0.43069282,0.26499304,0.23069404,0.34989932,0.2444902
CARNAL.mp3,0.22013031,0.2976767,0.2493087,0.2563062,0.32282206,0.33297122,0.54148674,0.31862244,0.36580902,0.44033644,0.36834288,0.33180478
CARNIVAL.mp3,0.5622248,0.5878738,0.48040503,0.4263568,0.39858332,0.48728678,0.60884005,0.6140477,0.6095704,0.58801085,0.66256326,0.6294607
"Carolina, Carol Bela.mp3",0.20929423,0.2606205,0.39031145,0.21113329,0.22111551,0.2514855,0.2846497,0.4255359,0.28640184,0.33507943,0.18949546,0.13943343
